0.001,16,1,relu,50.04321134879913
0.001,16,2,relu,50.07518319293297
0.001,16,3,relu,50.06869250212849
0.001,16,4,relu,49.79123344052338
0.001,16,5,relu,49.64823437729452
0.001,16,6,relu,49.86589131005389
0.001,16,7,relu,49.97588718471038
0.001,16,8,relu,49.92129521869767
0.001,16,9,relu,49.7923499099914
0.001,16,10,relu,49.90073526305458
0.001,16,11,relu,49.98687758446124
0.001,16,12,relu,50.068239287768016
0.001,16,13,relu,50.08285133776371
0.001,16,14,relu,50.135925814342976
0.001,16,15,relu,50.19921349472574
0.001,16,16,relu,50.21837815856697
0.001,16,17,relu,50.46355213301789
0.001,16,18,relu,50.31649881817575
0.001,16,19,relu,50.27067860754945
0.001,16,20,relu,50.34489893260916
0.001,16,21,relu,50.63331423572114
0.001,16,22,relu,50.37697093168148
0.001,16,23,relu,50.29665314447616
0.001,16,24,relu,50.27914727392305
0.001,16,25,relu,50.264278634057234
0.001,16,26,relu,50.45504766026246
0.001,16,27,relu,50.4200089861221
0.001,16,28,relu,50.41314206027272
0.001,16,29,relu,50.35448448608917
0.001,16,30,relu,50.30446187894683
0.001,16,31,relu,50.64216416180156
0.001,16,32,relu,50.346991541837696
0.001,16,33,relu,50.405991555466585
0.001,16,34,relu,50.45154224577135
0.001,16,35,relu,50.47212316332965
0.001,16,36,relu,50.80747872905538
0.001,16,37,relu,50.320127058744255
0.001,16,38,relu,50.64680630893117
0.001,16,39,relu,50.333037538673324
0.001,16,40,relu,50.61882904750644
0.001,16,41,relu,50.85689623054455
0.001,16,42,relu,51.17453204234647
0.001,16,43,relu,50.37052288551937
0.001,16,44,relu,50.31656290776272
0.001,16,45,relu,50.67694971428659
0.001,16,46,relu,50.41917454192811
0.001,16,47,relu,50.94019244219538
0.001,16,48,relu,50.90759853861556
0.001,16,49,relu,50.447455198017934
0.001,16,50,relu,50.89453031270977
0.001,32,1,relu,50.799179762254475
0.001,32,2,relu,49.92101968337863
0.001,32,3,relu,49.982027568441566
0.001,32,4,relu,50.086917876297264
0.001,32,5,relu,49.86234173921059
0.001,32,6,relu,49.95285720677166
0.001,32,7,relu,49.85617254275712
0.001,32,8,relu,49.99804105940557
0.001,32,9,relu,49.792786598300516
0.001,32,10,relu,49.821221668367265
0.001,32,11,relu,50.10148188567123
0.001,32,12,relu,49.83425870851051
0.001,32,13,relu,49.774663367299716
0.001,32,14,relu,49.73939445681094
0.001,32,15,relu,49.980292729111994
0.001,32,16,relu,49.8673855934577
0.001,32,17,relu,50.11136827297716
0.001,32,18,relu,49.99001936229616
0.001,32,19,relu,49.94152053632981
0.001,32,20,relu,50.00865698795766
0.001,32,21,relu,50.00975818716949
0.001,32,22,relu,50.01744105196337
0.001,32,23,relu,50.0798050601158
0.001,32,24,relu,49.973330651889775
0.001,32,25,relu,50.04521071184678
0.001,32,26,relu,50.04628671196098
0.001,32,27,relu,50.125002264069586
0.001,32,28,relu,50.245105456170336
0.001,32,29,relu,50.112772045592486
0.001,32,30,relu,50.2147432683212
0.001,32,31,relu,50.14746787079367
0.001,32,32,relu,50.16745037275374
0.001,32,33,relu,50.056391634799716
0.001,32,34,relu,50.17123931707329
0.001,32,35,relu,50.13150764376667
0.001,32,36,relu,50.242686392713814
0.001,32,37,relu,50.39997463646741
0.001,32,38,relu,50.22818087407324
0.001,32,39,relu,50.324697623274155
0.001,32,40,relu,50.20515783092268
0.001,32,41,relu,50.368226313889515
0.001,32,42,relu,50.202386702866534
0.001,32,43,relu,50.40537239825104
0.001,32,44,relu,50.16771148451426
0.001,32,45,relu,50.28169634246148
0.001,32,46,relu,50.42379954612344
0.001,32,47,relu,50.50512173113908
0.001,32,48,relu,50.200169389573325
0.001,32,49,relu,50.37860062950447
0.001,32,50,relu,50.26879034274384
0.001,64,1,relu,51.73909140255457
0.001,64,2,relu,50.2251192815491
0.001,64,3,relu,50.00138850990921
0.001,64,4,relu,50.12698382884785
0.001,64,5,relu,49.92095340152533
0.001,64,6,relu,49.99549232075992
0.001,64,7,relu,50.117347671555386
0.001,64,8,relu,49.964567203696625
0.001,64,9,relu,49.89302634510029
0.001,64,10,relu,49.956875201890504
0.001,64,11,relu,49.92738382472431
0.001,64,12,relu,49.94414012091332
0.001,64,13,relu,49.902509125088876
0.001,64,14,relu,49.947990138291395
0.001,64,15,relu,50.11940149653555
0.001,64,16,relu,49.87524602755443
0.001,64,17,relu,50.090761552378446
0.001,64,18,relu,49.97662051524414
0.001,64,19,relu,49.779350030063746
0.001,64,20,relu,49.787059854031305
0.001,64,21,relu,50.04470721869675
